id_transaksi,tanggal,kota,kategori,produk,jumlah,harga_satuan,diskon_persen,metode_bayar,rating_pelanggan,total_bayar
TRX2025083,2024-05-19,Jakarta Selatan,Kerajinan,Tas Anyaman,11,160000,0,E-Wallet,3.8,1760000
TRX2024779,2024-01-21,Depok,Fashion,Hijab Motif,3,127500,0,Transfer,4.8,382500
TRX2024812,2024-10-11,Bogor,Minuman,Sirup Markisa,13,51500,0,Tunai,4.4,669500
TRX2024649,2024-07-25,Bekasi,Makanan,Kue Kering,12,23000,10,QRIS,,248400
TRX2024468,2024-09-23,Jakarta Selatan,Minuman,Teh Herbal,5,48000,10,Transfer,5.0,216000
TRX2024221,2024-01-09,Tangerang Selatan,Fashion,Kemeja Tenun,7,124500,20,Tunai,4.1,697200
TRX2024099,2024-01-23,Bekasi,Makanan,Rendang Kemasan,13,25500,5,Tunai,4.7,314925
TRX2024774,2024-01-28,Bekasi,Makanan,Keripik Singkong,14,23000,0,E-Wallet,5.0,322000
TRX2024835,2024-03-19,Bogor,Kerajinan,Batik Tulis,11,108000,0,QRIS,3.1,1188000
TRX2024314,2024-04-25,Jakarta Selatan,Makanan,Sambal Roa,14,29000,20,E-Wallet,4.9,324800
TRX2024805,2024-10-13,Jakarta Selatan,Fashion,Hijab Motif,12,86000,15,QRIS,4.1,877200
TRX2024132,2024-08-08,Depok,Kerajinan,Tas Anyaman,11,115500,20,E-Wallet,3.4,1016400
TRX2024324,2024-11-24,Bogor,Minuman,Teh Herbal,6,33000,0,QRIS,3.6,198000
TRX2024007,2024-06-21,Bekasi,Makanan,Kue Kering,12,33000,10,,3.8,356400
TRX2024206,2024-02-16,Depok,Minuman,Teh Herbal,13,54500,0,QRIS,4.8,708500
TRX2025153,2024-01-14,Bogor,Makanan,Sambal Roa,3,34500,15,QRIS,4.1,87975
TRX2024427,2024-05-25,Bogor,Makanan,Rendang Kemasan,11,21500,15,QRIS,5.0,201025
TRX2024204,2024-01-15,Depok,Minuman,Teh Herbal,14,55000,0,QRIS,3.9,770000
TRX2024679,2024-10-15,Jakarta Selatan,Makanan,Keripik Singkong,7,20000,0,QRIS,4.0,140000
TRX2024673,2024-08-21,Tangerang Selatan,Makanan,Rendang Kemasan,13,26500,0,Tunai,4.6,344500
TRX2024820,2024-10-27,Jakarta Selatan,Fashion,Kemeja Tenun,11,146500,5,Transfer,3.0,1530925
TRX2024753,2024-05-24,Bekasi,Makanan,Sambal Roa,7,37000,10,Transfer,3.6,233100
TRX2024028,2024-07-01,Depok,Makanan,Kue Kering,11,39000,5,QRIS,,407550
TRX2024668,2024-03-27,Bekasi,Kerajinan,Batik Tulis,6,141500,5,E-Wallet,5.0,806550
TRX2024381,2024-02-01,Depok,Kerajinan,Batik Tulis,12,110500,10,Tunai,5.0,1193400
TRX2024689,2024-01-03,Depok,Makanan,Sambal Roa,7,27500,0,Tunai,4.1,192500
TRX2024189,2024-10-16,Depok,Minuman,Kopi Bubuk,14,54500,15,,4.2,648550
TRX2024108,2024-02-26,Bogor,Makanan,Kue Kering,3,20500,0,QRIS,4.9,61500
TRX2024947,2024-10-14,Bekasi,Minuman,Sirup Markisa,6,44500,20,Transfer,3.5,213600
TRX2024832,2024-09-15,Bekasi,Fashion,Hijab Motif,14,92500,0,E-Wallet,3.3,1295000
TRX2024637,2024-11-19,Bekasi,Kerajinan,Batik Tulis,14,140000,10,QRIS,5.0,1764000
TRX2024458,2024-01-13,Bogor,Makanan,Kue Kering,4,36000,15,QRIS,4.4,122400
TRX2024022,2024-12-09,Depok,Makanan,Keripik Singkong,10,34500,15,E-Wallet,3.5,293250
TRX2024616,2024-11-16,Bekasi,Makanan,Sambal Roa,14,21000,5,QRIS,4.3,279300
TRX2025095,2024-09-02,Depok,Makanan,Rendang Kemasan,9,26000,15,Transfer,4.4,198900
TRX2025101,2024-01-14,Jakarta Selatan,Kerajinan,Tas Anyaman,7,104500,5,Transfer,4.7,694925
TRX2024555,2024-07-04,Bekasi,Kerajinan,Tas Anyaman,8,131500,10,E-Wallet,4.3,946800
TRX2024997,2024-02-13,Depok,Fashion,Hijab Motif,7,137500,0,Transfer,3.9,962500
TRX2024093,2024-09-05,Jakarta Selatan,Makanan,Sambal Roa,13,23500,0,Tunai,4.6,305500
TRX2024224,2024-02-13,Jakarta Selatan,Kerajinan,Gerabah Hias,14,179500,20,Transfer,4.1,2010400
TRX2025011,2024-12-25,Jakarta Selatan,Makanan,Rendang Kemasan,1,32500,5,QRIS,,30875
TRX2024976,2024-05-01,Tangerang Selatan,Makanan,Sambal Roa,4,22000,0,QRIS,4.6,88000
TRX2024674,2024-08-03,Depok,Makanan,Rendang Kemasan,2,32500,0,Tunai,3.9,65000
TRX2024378,2024-11-29,Depok,Makanan,Rendang Kemasan,12,27500,0,Transfer,3.6,330000
TRX2024890,2024-12-27,Depok,Makanan,Rendang Kemasan,13,38000,10,Transfer,3.8,444600
TRX2025043,2024-01-31,Jakarta Selatan,Makanan,Sambal Roa,6,24000,20,Tunai,4.3,115200
TRX2025036,2024-09-21,Depok,Kerajinan,Tas Anyaman,11,104000,0,E-Wallet,4.4,1144000
TRX2024477,2024-04-19,Bogor,Makanan,Keripik Singkong,5,29500,0,,4.7,147500
TRX2024370,2024-06-18,Depok,Kerajinan,Batik Tulis,1,109500,10,Tunai,3.2,98550
TRX2024761,2024-10-06,Tangerang Selatan,Kerajinan,Gerabah Hias,11,159500,0,Tunai,4.0,1754500
TRX2024328,2024-08-14,Depok,Minuman,Kopi Bubuk,9,53000,20,Transfer,4.1,381600
TRX2024178,2024-09-10,Tangerang Selatan,Fashion,Hijab Motif,11,138000,5,QRIS,4.5,1442100
TRX2024977,2024-09-12,Bogor,Minuman,Kopi Bubuk,5,42000,0,Transfer,3.7,210000
TRX2024070,2024-07-11,Jakarta Selatan,Minuman,Kopi Bubuk,7,45500,0,Tunai,4.3,318500
TRX2025114,2024-02-28,Bogor,Makanan,Rendang Kemasan,12,23500,20,QRIS,4.9,225600
TRX2024588,2024-01-29,Bogor,Minuman,Teh Herbal,1,42000,15,Tunai,4.1,35700
TRX2024606,2024-07-05,Bogor,Fashion,Hijab Motif,13,97500,15,Transfer,4.5,1077375
TRX2024663,2024-02-29,Bogor,Kerajinan,Gerabah Hias,13,139500,0,Transfer,4.7,1813500
TRX2024128,2024-03-26,Depok,Kerajinan,Gerabah Hias,7,106500,0,Tunai,4.2,745500
TRX2024128,2024-03-26,Depok,Kerajinan,Gerabah Hias,7,106500,0,Tunai,4.2,745500
TRX2024854,2024-08-05,Depok,Kerajinan,Batik Tulis,7,107000,5,QRIS,3.2,711550
TRX2024048,2024-03-02,Bogor,Fashion,Hijab Motif,2,148500,15,Tunai,3.8,252450
TRX2024439,2024-10-19,Bekasi,Makanan,Rendang Kemasan,7,30500,20,E-Wallet,3.0,170800
TRX2024478,2024-04-10,Bogor,Kerajinan,Gerabah Hias,5,129000,10,QRIS,4.0,580500
TRX2024087,2024-12-18,Tangerang Selatan,Makanan,Rendang Kemasan,1,35500,5,Transfer,3.1,33725
TRX2024447,2024-05-28,Bekasi,Fashion,Kaos Lokal,1,138500,10,Tunai,5.0,124650
TRX2024709,2024-03-14,Bogor,Makanan,Kue Kering,3,26000,0,QRIS,4.0,78000
TRX2025104,2024-11-03,Tangerang Selatan,Makanan,Rendang Kemasan,5,31000,0,QRIS,4.1,155000
TRX2025012,2024-10-11,Tangerang Selatan,Minuman,Sirup Markisa,10,42500,15,Transfer,3.7,361250
TRX2025073,2024-03-18,Tangerang Selatan,Makanan,Rendang Kemasan,14,27500,10,Transfer,3.9,346500
TRX2024130,2024-09-28,Bogor,Minuman,Teh Herbal,2,51500,10,QRIS,,92700
TRX2025148,2024-11-08,Tangerang Selatan,Makanan,Keripik Singkong,2,28000,0,Transfer,4.5,56000
TRX2024270,2024-01-09,Depok,Makanan,Kue Kering,9,20000,15,Tunai,4.6,153000
TRX2024327,2024-03-28,Jakarta Selatan,Fashion,Kaos Lokal,11,111500,5,QRIS,4.4,1165175
TRX2024759,2024-04-12,Bogor,Makanan,Rendang Kemasan,3,27000,15,Tunai,3.9,68850
TRX2024787,2024-11-02,Bekasi,Makanan,Rendang Kemasan,12,30000,0,Tunai,4.3,360000
TRX2025109,2024-02-27,Depok,Makanan,Kue Kering,6,32500,15,E-Wallet,4.2,165750
TRX2025049,2024-01-26,Bogor,Makanan,Keripik Singkong,12,30500,15,QRIS,3.6,311100
TRX2025187,2024-03-19,Bogor,Minuman,Teh Herbal,11,32500,5,Transfer,3.4,339625
TRX2024730,2024-08-29,Jakarta Selatan,Fashion,Kaos Lokal,5,89000,0,E-Wallet,,445000
TRX2024155,2024-08-28,Bekasi,Minuman,Teh Herbal,6,34000,15,QRIS,4.2,173400
TRX2025149,2024-02-05,Depok,Makanan,Rendang Kemasan,7,39500,5,QRIS,3.5,262675
TRX2024713,2024-12-20,DEPOK,Makanan,Sambal Roa,8,24000,15,QRIS,4.1,163200
TRX2024558,2024-04-01,Bekasi,Fashion,Kaos Lokal,3,118500,5,QRIS,4.0,337725
TRX2024855,2024-02-05,Bekasi,Kerajinan,Gerabah Hias,12,171000,20,Tunai,4.3,1641600
TRX2024030,2024-10-29,Depok,Kerajinan,Tas Anyaman,11,166500,0,E-Wallet,3.9,1831500
TRX2024578,2024-09-26,TANGERANG SELATAN,Makanan,Keripik Singkong,12,25500,10,QRIS,4.4,275400
TRX2024352,2024-02-28,Tangerang Selatan,Makanan,Kue Kering,3,23500,0,Transfer,5.0,70500
TRX2024866,2024-07-09,DEPOK,Makanan,Kue Kering,2,36000,5,QRIS,4.7,68400
TRX2024766,2024-04-09,BEKASI,Kerajinan,Gerabah Hias,11,114000,0,QRIS,4.7,1254000
TRX2024194,2024-03-08,Tangerang Selatan,Makanan,Sambal Roa,3,26500,0,Transfer,4.4,79500
TRX2025131,2024-06-12,BOGOR,Fashion,Kaos Lokal,6,97500,20,Tunai,4.3,468000
TRX2025080,2024-12-03,Bekasi,Minuman,Kopi Bubuk,6,53000,15,Tunai,4.3,270300
TRX2025065,2024-05-25,Depok,Kerajinan,Batik Tulis,5,171500,0,QRIS,4.4,857500
TRX2024898,2024-02-20,Jakarta Selatan,Kerajinan,Tas Anyaman,14,110500,10,Transfer,5.0,1392300
TRX2024179,2024-12-01,Depok,Makanan,Rendang Kemasan,14,31500,15,E-Wallet,3.5,374850
TRX2025169,2024-01-29,Bekasi,Kerajinan,Gerabah Hias,9,118500,0,Transfer,4.6,1066500
TRX2025126,2024-12-02,Tangerang Selatan,Makanan,Sambal Roa,6,37000,20,E-Wallet,5.0,177600
TRX2025066,2024-02-02,Tangerang Selatan,Fashion,Kemeja Tenun,14,133500,0,Tunai,5.0,1869000
TRX2024010,2024-11-09,Depok,Fashion,Kaos Lokal,4,80000,0,Tunai,,320000
TRX2024354,2024-12-07,Bogor,Minuman,Kopi Bubuk,1,53500,20,Transfer,4.6,42800
TRX2024067,2024-10-14,Bogor,Makanan,Keripik Singkong,5,28500,10,Transfer,3.7,128250
TRX2024833,2024-08-16,Bogor,Makanan,Kue Kering,4,20500,15,,4.7,69700
TRX2024209,2024-01-12,Jakarta Selatan,Makanan,Sambal Roa,7,30000,5,E-Wallet,3.5,199500
TRX2024145,2024-09-18,Bekasi,Kerajinan,Tas Anyaman,5,186500,0,Transfer,4.4,932500
TRX2024423,2024-09-05,Bogor,Minuman,Teh Herbal,12,46000,10,E-Wallet,2.9,496800
TRX2024852,2024-07-14,Jakarta Selatan,Makanan,Sambal Roa,1,27500,20,QRIS,3.3,22000
TRX2024950,2024-08-25,Jakarta Selatan,Makanan,Rendang Kemasan,7,37500,0,Tunai,4.1,262500
TRX2024861,2024-02-25,Bekasi,Makanan,Rendang Kemasan,8,28500,5,QRIS,4.3,216600
TRX2024778,2024-12-07,Depok,Kerajinan,Tas Anyaman,12,109500,5,Tunai,3.8,1248300
TRX2024092,2024-10-12,Depok,Makanan,Rendang Kemasan,12,26500,15,Transfer,4.0,270300
TRX2025063,2024-12-27,Jakarta Selatan,Kerajinan,Tas Anyaman,9,113000,15,,4.1,864450
TRX2024214,2024-05-07,Depok,Minuman,Teh Herbal,4,48500,0,Tunai,2.8,194000
TRX2024359,2024-04-03,Bogor,Fashion,Kaos Lokal,13,139000,10,Tunai,4.7,1626300
TRX2024991,2024-12-07,Bogor,Minuman,Teh Herbal,6,30500,5,QRIS,5.0,173850
TRX2024837,2024-09-17,Jakarta Selatan,Makanan,Keripik Singkong,4,35500,20,QRIS,4.1,113600
TRX2024195,2024-12-28,Bogor,Fashion,Kaos Lokal,2,125500,20,Transfer,4.5,200800
TRX2024296,2024-07-04,Jakarta Selatan,Makanan,Sambal Roa,10,25000,0,Tunai,3.7,250000
TRX2025055,2024-05-16,Depok,Makanan,Keripik Singkong,9,33000,15,E-Wallet,5.0,252450
TRX2024386,2024-05-27,Bogor,Makanan,Rendang Kemasan,8,39500,0,Transfer,,316000
TRX2024389,2024-02-04,Depok,Makanan,Keripik Singkong,8,34000,10,E-Wallet,4.9,244800
TRX2024932,2024-01-31,Depok,Makanan,Rendang Kemasan,13,24500,15,QRIS,4.2,270725
TRX2024360,2024-03-04,Jakarta Selatan,Makanan,Keripik Singkong,14,31500,15,QRIS,4.1,374850
TRX2024988,2024-12-17,Bekasi,Minuman,Teh Herbal,8,44500,0,Tunai,4.8,356000
TRX2024843,2024-06-23,Bekasi,Kerajinan,Gerabah Hias,5,149500,0,E-Wallet,4.2,747500
TRX2025146,2024-10-08,Bogor,Kerajinan,Gerabah Hias,13,163000,20,Transfer,,1695200
TRX2025100,2024-02-24,Depok,Makanan,Kue Kering,10,28500,0,,4.1,285000
TRX2024188,2024-01-22,Depok,Fashion,Hijab Motif,6,118500,0,Tunai,2.9,711000
TRX2024445,2024-03-26,Depok,Kerajinan,Gerabah Hias,14,136500,20,QRIS,4.9,1528800
TRX2024086,2024-02-26,Bekasi,Kerajinan,Batik Tulis,14,190500,0,Tunai,3.9,2667000
TRX2024034,2024-10-07,Bekasi,Kerajinan,Batik Tulis,4,146500,10,Tunai,3.9,527400
TRX2024199,2024-07-06,Tangerang Selatan,Fashion,Kaos Lokal,5,90000,0,QRIS,,450000
TRX2024521,2024-04-01,Depok,Fashion,Kaos Lokal,10,94000,0,QRIS,4.2,940000
TRX2025170,2024-05-03,Tangerang Selatan,Kerajinan,Gerabah Hias,5,171000,0,QRIS,4.3,855000
TRX2024527,2024-03-29,Jakarta Selatan,Makanan,Keripik Singkong,3,26500,10,Tunai,4.8,71550
TRX2024347,2024-09-09,Jakarta Selatan,Fashion,Kemeja Tenun,3,91000,5,Transfer,3.9,259350
TRX2024552,2024-04-14,Depok,Fashion,Kemeja Tenun,10,111000,20,E-Wallet,3.6,888000
TRX2024045,2024-11-08,JAKARTA SELATAN,Makanan,Kue Kering,14,38000,5,Transfer,5.0,505400
TRX2024488,2024-11-25,Depok,Kerajinan,Gerabah Hias,8,149500,20,QRIS,3.9,956800
TRX2025014,2024-11-04,Jakarta Selatan,Fashion,Hijab Motif,5,110500,15,Transfer,4.1,469625
TRX2024794,2024-08-05,Bogor,Kerajinan,Batik Tulis,10,132500,0,Tunai,3.6,1325000
TRX2024472,2024-04-29,Jakarta Selatan,Makanan,Keripik Singkong,2,26000,0,Tunai,,52000
TRX2024818,2024-03-25,Jakarta Selatan,Fashion,Kemeja Tenun,14,149500,0,Tunai,4.2,2093000
TRX2024583,2024-06-09,Jakarta Selatan,Fashion,Kemeja Tenun,5,126000,5,E-Wallet,4.4,598500
TRX2024000,2024-02-01,Depok,Kerajinan,Batik Tulis,7,178000,10,E-Wallet,4.3,1121400
TRX2024681,2024-02-20,Jakarta Selatan,Makanan,Sambal Roa,11,22500,10,QRIS,4.4,222750
TRX2024540,2024-08-23,Depok,Kerajinan,Batik Tulis,10,170500,0,QRIS,3.7,1705000
TRX2025089,2024-03-16,Bekasi,Minuman,Sirup Markisa,1,33500,15,,4.4,28475
TRX2024448,2024-04-20,Depok,Makanan,Rendang Kemasan,1,31500,0,QRIS,3.5,31500
TRX2024712,2024-08-27,Bogor,Makanan,Kue Kering,1,28500,15,Tunai,4.1,24225
TRX2024592,2024-01-12,Depok,Fashion,Kaos Lokal,6,124500,0,Transfer,4.1,747000
TRX2025180,2024-02-09,Depok,Makanan,Kue Kering,11,38500,5,Tunai,3.8,402325
TRX2024101,2024-04-26,Jakarta Selatan,Minuman,Kopi Bubuk,2,46000,20,Transfer,4.8,73600
TRX2024431,2024-05-20,Tangerang Selatan,Kerajinan,Batik Tulis,1,120000,0,Tunai,5.0,120000
TRX2024039,2024-10-17,Depok,Makanan,Kue Kering,8,37500,15,QRIS,5.0,255000
TRX2024487,2024-05-09,Depok,Kerajinan,Tas Anyaman,6,110500,5,E-Wallet,4.5,629850
TRX2024016,2024-06-29,Jakarta Selatan,Makanan,Rendang Kemasan,12,35000,15,Tunai,5.0,357000
TRX2024736,2024-09-29,Depok,Minuman,Sirup Markisa,12,29000,0,QRIS,4.2,348000
TRX2024811,2024-01-17,Depok,Fashion,Kemeja Tenun,1,138500,0,Tunai,4.3,138500
TRX2024148,2024-12-09,Depok,Makanan,Kue Kering,3,35500,20,Tunai,4.2,85200
TRX2025115,2024-04-03,Bekasi,Minuman,Teh Herbal,5,35000,15,QRIS,4.2,148750
TRX2024177,2024-10-02,Depok,Fashion,Kaos Lokal,14,83500,0,Tunai,3.5,1169000
TRX2024136,2024-03-07,Jakarta Selatan,Minuman,Teh Herbal,2,31500,20,E-Wallet,4.4,50400
TRX2024336,2024-10-06,Jakarta Selatan,Fashion,Kaos Lokal,10,128000,0,Transfer,4.0,1280000
TRX2024729,2024-08-01,Jakarta Selatan,Minuman,Kopi Bubuk,8,43000,0,QRIS,4.5,344000
TRX2024118,2024-02-24,Jakarta Selatan,Minuman,Kopi Bubuk,11,55500,0,QRIS,3.9,610500
TRX2024593,2024-04-20,Depok,Minuman,Sirup Markisa,14,47500,20,Tunai,3.9,532000
TRX2024717,2024-03-21,Jakarta Selatan,Fashion,Hijab Motif,11,94000,0,,3.4,1034000
TRX2025124,2024-05-11,Bogor,Makanan,Kue Kering,14,26000,0,E-Wallet,3.8,364000
TRX2024667,2024-09-24,Bekasi,Fashion,Hijab Motif,11,111500,0,E-Wallet,4.0,1226500
TRX2024064,2024-05-17,Jakarta Selatan,Makanan,Rendang Kemasan,2,23500,20,Tunai,4.1,37600
TRX2024841,2024-07-26,Bogor,Makanan,Kue Kering,2,39000,0,QRIS,4.3,78000
TRX2024612,2024-03-15,Bogor,Fashion,Kaos Lokal,5,76500,0,QRIS,4.0,382500
TRX2024112,2024-05-20,Depok,Makanan,Kue Kering,1,26500,0,Tunai,5.0,26500
TRX2024192,2024-12-10,Jakarta Selatan,Makanan,Sambal Roa,13,20000,5,Tunai,3.7,247000
TRX2024752,2024-03-06,Bogor,Makanan,Kue Kering,3,22000,15,QRIS,3.1,56100
TRX2024393,2024-02-02,Bekasi,Makanan,Sambal Roa,14,28500,10,E-Wallet,4.4,359100
TRX2024644,2024-09-03,JAKARTA SELATAN,Kerajinan,Gerabah Hias,4,148500,15,Tunai,3.3,504900
TRX2024992,2024-09-14,Tangerang Selatan,Minuman,Sirup Markisa,11,38000,0,Transfer,4.1,418000
TRX2024505,2024-08-24,Jakarta Selatan,Makanan,Keripik Singkong,12,37000,5,Transfer,4.9,421800
TRX2024720,2024-11-27,Depok,Makanan,Sambal Roa,3,23000,0,E-Wallet,4.1,69000
TRX2024703,2024-08-18,Bogor,Fashion,Kemeja Tenun,1,121000,20,E-Wallet,3.8,96800
TRX2024041,2024-09-09,Bekasi,Kerajinan,Tas Anyaman,1,184500,0,E-Wallet,3.5,184500
TRX2024211,2024-04-13,Depok,Fashion,Kaos Lokal,7,144000,5,E-Wallet,4.1,957600
TRX2024186,2024-08-13,Bogor,Fashion,Hijab Motif,9,76000,0,Transfer,4.1,684000
TRX2024124,2024-05-20,Bogor,Makanan,Rendang Kemasan,9,31500,0,E-Wallet,3.9,283500
TRX2024358,2024-10-22,Bogor,Makanan,Rendang Kemasan,3,31000,0,E-Wallet,,93000
TRX2024152,2024-11-09,Jakarta Selatan,Fashion,Hijab Motif,12,100000,5,Tunai,3.7,1140000
TRX2024297,2024-04-07,Tangerang Selatan,Makanan,Keripik Singkong,12,31000,0,QRIS,4.7,372000
TRX2024456,2024-03-18,Depok,Minuman,Kopi Bubuk,1,29500,0,Transfer,4.8,29500
TRX2025053,2024-05-10,Jakarta Selatan,Fashion,Kaos Lokal,11,116500,0,Transfer,3.7,1281500
TRX2024246,2024-07-11,Bekasi,Makanan,Rendang Kemasan,11,25000,20,E-Wallet,3.5,220000
TRX2024005,2024-04-30,Bogor,Makanan,Rendang Kemasan,2,29500,0,Transfer,4.5,59000
TRX2024718,2024-12-19,Tangerang Selatan,Fashion,Kemeja Tenun,4,139000,0,QRIS,4.6,556000
TRX2024046,2024-10-07,Depok,Kerajinan,Tas Anyaman,12,147000,10,Tunai,3.5,1587600
TRX2024301,2024-10-28,Depok,Makanan,Kue Kering,4,25000,0,QRIS,4.2,100000
TRX2024610,2024-04-04,Depok,Fashion,Hijab Motif,9,82000,0,Transfer,3.7,738000
TRX2024410,2024-05-29,Tangerang Selatan,Makanan,Rendang Kemasan,8,24000,0,QRIS,4.2,192000
TRX2025013,2024-08-23,Tangerang Selatan,Makanan,Rendang Kemasan,10,27500,0,E-Wallet,4.7,275000
TRX2024886,2024-03-24,Jakarta Selatan,Makanan,Kue Kering,7,26000,5,E-Wallet,2.9,172900
TRX2024827,2024-07-04,Bogor,Minuman,Sirup Markisa,2,47000,15,Tunai,4.7,79900
TRX2024682,2024-12-31,Jakarta Selatan,Fashion,Kemeja Tenun,5,89500,0,E-Wallet,4.3,447500
TRX2024815,2024-04-23,Depok,Kerajinan,Gerabah Hias,5,183000,0,E-Wallet,3.8,915000
TRX2025081,2024-05-27,Tangerang Selatan,Makanan,Sambal Roa,10,28000,10,E-Wallet,4.1,252000
TRX2024710,2024-04-07,Jakarta Selatan,Makanan,Rendang Kemasan,1,37000,10,Transfer,3.6,33300
TRX2024927,2024-11-27,Depok,Makanan,Keripik Singkong,7,34500,10,QRIS,4.7,217350
TRX2024879,2024-08-04,Jakarta Selatan,Minuman,Kopi Bubuk,14,47500,0,Transfer,4.0,665000
TRX2024733,2024-08-26,Depok,Kerajinan,Tas Anyaman,2,141000,0,QRIS,4.8,282000
TRX2024312,2024-04-17,Bogor,Kerajinan,Tas Anyaman,1,145000,0,QRIS,3.6,145000
TRX2024264,2024-08-21,Tangerang Selatan,Makanan,Rendang Kemasan,4,25000,10,E-Wallet,4.5,90000
TRX2024387,2024-04-03,Bekasi,Makanan,Sambal Roa,6,23000,15,QRIS,4.0,117300
TRX2024711,2024-07-25,Depok,Makanan,Kue Kering,7,27000,10,Tunai,4.4,170100
TRX2024170,2024-05-20,Bogor,Kerajinan,Tas Anyaman,8,148500,15,,4.0,1009800
TRX2024247,2024-10-18,Depok,Minuman,Teh Herbal,11,34500,0,E-Wallet,3.9,379500
TRX2025028,2024-09-25,Jakarta Selatan,Makanan,Sambal Roa,10,22000,0,QRIS,5.0,220000
TRX2024229,2024-11-03,Depok,Kerajinan,Batik Tulis,6,176000,0,Transfer,2.9,1056000
TRX2024116,2024-12-23,Depok,Minuman,Kopi Bubuk,5,46500,15,Transfer,4.8,197625
TRX2024562,2024-02-10,Bogor,Fashion,Kemeja Tenun,14,130000,0,E-Wallet,4.5,1820000
TRX2025174,2024-07-08,Depok,Makanan,Rendang Kemasan,6,21000,0,Tunai,5.0,126000
TRX2024420,2024-09-08,Depok,Fashion,Hijab Motif,8,101500,0,QRIS,3.8,812000
TRX2024585,2024-11-13,Bekasi,Minuman,Teh Herbal,11,35500,10,QRIS,3.6,351450
TRX2024751,2024-07-26,Tangerang Selatan,Minuman,Sirup Markisa,11,32500,15,QRIS,2.9,303875
TRX2024792,2024-09-26,Bekasi,Makanan,Sambal Roa,10,23000,0,QRIS,4.5,230000
TRX2024938,2024-12-27,Jakarta Selatan,Kerajinan,Batik Tulis,7,173000,20,QRIS,4.0,968800
TRX2024928,2024-02-06,Tangerang Selatan,Minuman,Teh Herbal,1,34000,0,QRIS,4.0,34000
TRX2024078,2024-03-11,Jakarta Selatan,Fashion,Hijab Motif,1,93500,0,Transfer,2.8,93500
TRX2024109,2024-04-12,Bogor,Minuman,Sirup Markisa,12,28000,15,QRIS,4.0,285600
TRX2024457,2024-11-07,JAKARTA SELATAN,Kerajinan,Gerabah Hias,9,110000,15,QRIS,4.4,841500
TRX2024846,2024-03-02,Bogor,Kerajinan,Gerabah Hias,1,121000,0,Transfer,4.5,121000
TRX2024111,2024-02-11,Depok,Kerajinan,Tas Anyaman,5,172500,10,Transfer,4.6,776250
TRX2024603,2024-02-19,Jakarta Selatan,Kerajinan,Batik Tulis,11,175000,5,Tunai,4.1,1828750
TRX2024550,2024-02-21,Depok,Makanan,Keripik Singkong,9,29000,0,QRIS,5.0,261000
TRX2024762,2024-08-17,Jakarta Selatan,Kerajinan,Gerabah Hias,13,185000,10,Transfer,3.8,2164500
TRX2025111,2024-12-21,Depok,Kerajinan,Gerabah Hias,5,186500,0,Transfer,3.7,932500
TRX2024554,2024-11-15,Depok,Minuman,Sirup Markisa,5,39000,0,QRIS,4.0,195000
TRX2024822,2024-05-12,Depok,Makanan,Sambal Roa,10,30500,15,E-Wallet,4.9,259250
TRX2024975,2024-06-19,Depok,Fashion,Hijab Motif,6,129500,0,QRIS,4.7,777000
TRX2024102,2024-01-19,Depok,Fashion,Hijab Motif,2,79000,0,Transfer,4.1,158000
TRX2024454,2024-03-20,Jakarta Selatan,Makanan,Keripik Singkong,8,33500,10,Transfer,4.5,241200
TRX2024943,2024-05-17,Bogor,Minuman,Teh Herbal,9,33500,10,QRIS,4.2,271350
TRX2024756,2024-09-10,Jakarta Selatan,Makanan,Kue Kering,5,32500,0,QRIS,4.4,162500
TRX2024726,2024-09-28,Jakarta Selatan,Makanan,Sambal Roa,1,32000,15,QRIS,4.4,27200
TRX2024628,2024-04-16,Jakarta Selatan,Kerajinan,Gerabah Hias,8,97000,0,QRIS,3.9,776000
TRX2024981,2024-02-07,Tangerang Selatan,Makanan,Kue Kering,3,23000,0,QRIS,5.0,69000
TRX2024362,2024-07-20,Jakarta Selatan,Makanan,Sambal Roa,5,25500,5,Tunai,2.9,121125
TRX2024633,2024-11-25,Bogor,Kerajinan,Batik Tulis,14,158500,10,QRIS,4.3,1997100
TRX2024542,2024-11-17,Depok,Kerajinan,Gerabah Hias,8,109000,5,Transfer,4.4,828400
TRX2024851,2024-02-19,Bekasi,Makanan,Keripik Singkong,10,30000,5,QRIS,4.8,285000
TRX2024741,2024-09-29,Jakarta Selatan,Makanan,Rendang Kemasan,14,21000,0,QRIS,5.0,294000
TRX2025102,2024-01-02,Bogor,Fashion,Kaos Lokal,12,120000,5,QRIS,3.8,1368000
TRX2024623,2024-03-20,Bekasi,Minuman,Sirup Markisa,5,34000,5,E-Wallet,3.9,161500
TRX2024475,2024-09-28,Depok,Makanan,Kue Kering,8,26500,15,QRIS,4.2,180200
TRX2025087,2024-09-21,Jakarta Selatan,Minuman,Teh Herbal,6,28500,20,Tunai,3.8,136800
TRX2024723,2024-05-11,TANGERANG SELATAN,Makanan,Rendang Kemasan,9,28000,0,Transfer,4.3,252000
TRX2024671,2024-05-06,Jakarta Selatan,Makanan,Rendang Kemasan,9,30000,0,Transfer,4.3,270000
TRX2024068,2024-12-02,Jakarta Selatan,Makanan,Kue Kering,9,26000,0,Transfer,4.9,234000
TRX2024574,2024-01-16,Jakarta Selatan,Makanan,Kue Kering,12,27500,15,Tunai,4.2,280500
